ID	Source_ID	Word_ID	Doculect	Glottocode	Concept	Concepticon_Gloss	Concepticon_ID	original_script	Value	Form
210	26-4-462-1	7215141961214868	Ceq Wong	chew1245	the waist	WAIST	1681		gal	gal 
211	26-4-463-1	7215141391953183	Ceq Wong	chew1245	the hip	HIP	1745		wɛ̃ŋ	wɛ̃ŋ 
212	26-4-464-1	7215141391953183	Ceq Wong	chew1245	the buttocks	BUTTOCKS	834		wɛ̃ŋ	wɛ̃ŋ 
213	26-4-47-1	7215141239562517	Ceq Wong	chew1245	the womb	WOMB	804		sɔm	sɔm 
214	26-4-49-1	7215141510483324	Ceq Wong	chew1245	the testicles	TESTICLES	797		hntap	hntap 
215	26-4-492-1	7215141576478124	Ceq Wong	chew1245	the penis	PENIS	1222		lɑʔ	lɑʔ 
216	26-4-51-1	7215141834541312	Ceq Wong	chew1245	to breathe	BREATHE	1407		snjɨk	snjɨk 
217	26-4-52-1	7215141858927451	Ceq Wong	chew1245	to yawn	YAWN	1028		hyhuay	hyhuay 
218	26-4-521-1	7215141310377843	Ceq Wong	chew1245	to hiccough	HICCOUGH	162		madɨk	madɨk 
219	26-4-53-1	7215141395921196	Ceq Wong	chew1245	to cough	COUGH	879		batok	batok 
220	26-4-54-1	7215141773691044	Ceq Wong	chew1245	to sneeze	SNEEZE	1621		bsin	bsin 
221	26-4-55-1	7215141386603005	Ceq Wong	chew1245	to perspire	SWEAT (PERSPIRE)	126		brahɔc	brahɔc 
222	26-4-56-1	7215141258874938	Ceq Wong	chew1245	to spit	SPIT	1440		kbac	kbac 
223	26-4-57-1	7215141316001608	Ceq Wong	chew1245	to vomit	VOMIT	1278		kəʔ	kəʔ 
224	26-4-58-1	7215141195943339	Ceq Wong	chew1245	to bite	BITE	1403		kap	kap 
225	26-4-59-1	7215141982676594	Ceq Wong	chew1245	to lick	LICK	319		kɑl	kɑl 
226	26-4-591-1	7215141133128964	Ceq Wong	chew1245	to dribble	DRIBBLE	268		snjər	snjər 
227	26-4-61-1	7215141414253181	Ceq Wong	chew1245	to sleep	SLEEP	1585		ʔɑm	ʔɑm 
228	26-4-612-1	7215141546107038	Ceq Wong	chew1245	to snore	SNORE	1983		snər	snər 
229	26-4-62-1	7215141106880910	Ceq Wong	chew1245	to dream	DREAM (SOMETHING)	1920		mamɔ̃ɲ	mamɔ̃ɲ 
230	26-4-63-1	7215141666145289	Ceq Wong	chew1245	to wake up	WAKE UP	1602		tas	tas 
231	26-4-63-2	7215141478468809	Ceq Wong	chew1245	to wake up	WAKE UP	1602		həy	həy 
232	26-4-64-1	721514154587905	Ceq Wong	chew1245	to fart	FART	1159		pəhəm	pəhəm 
233	26-4-65-1	7215141753242350	Ceq Wong	chew1245	to piss	PISS	592		kmnɑ̃m	kmnɑ̃m 
234	26-4-66-1	7215141939182916	Ceq Wong	chew1245	to shit	SHIT (DEFECATE)	676		cicɒh	cicɒh 
235	26-4-67-1	7215141441529550	Ceq Wong	chew1245	to have sex	HAVE SEX	1785		ncɛ̃n	ncɛ̃n 
236	26-4-68-1	7215141975691487	Ceq Wong	chew1245	to shiver	SHIVER	52		craŋ	craŋ 
237	26-4-69-1	7215141855162319	Ceq Wong	chew1245	to bathe	BATHE	138		mamũh	mamũh 
238	26-4-71-1	7215141529365512	Ceq Wong	chew1245	to beget	BEGET	1152		biŋkoʔ	biŋkoʔ 
239	26-4-72-1	7215141115506037	Ceq Wong	chew1245	to be born	BE BORN	1090		kateʔ	kateʔ 
240	26-4-73-1	7215141763455710	Ceq Wong	chew1245	pregnant	PREGNANT	1123		baŋkoʔ	baŋkoʔ 
241	26-4-74-1	7215141647308610	Ceq Wong	chew1245	to be alive	BE ALIVE	1422		gɔs	gɔs 
242	26-4-75-1	72151419642067	Ceq Wong	chew1245	to die	DIE	1494		kbɨs	kbɨs 
243	26-4-751-1	721514198971719	Ceq Wong	chew1245	to drown	DROWN	1904		gɔt (1)	gɔt (1) 
244	26-4-76-1	7215141556843806	Ceq Wong	chew1245	to kill	KILL	1417		kibɨs	kibɨs 
245	26-4-77-1	7215141961753774	Ceq Wong	chew1245	the corpse	CORPSE	767		baŋkay	baŋkay 
246	26-4-78-1	7215141590970550	Ceq Wong	chew1245	to bury	BURY	1719		bɑy	bɑy 
247	26-4-79-1	7215141335660377	Ceq Wong	chew1245	the grave	GRAVE	1773		kbur	kbur 
248	26-4-81-1	7215141239654992	Ceq Wong	chew1245	strong	STRONG	785		kwat	kwat 
249	26-4-81-2	7215141796323754	Ceq Wong	chew1245	strong	STRONG	785		hanal	hanal 
250	26-4-83-1	7215141381467517	Ceq Wong	chew1245	healthy	HEALTHY	1364		sihat	sihat 
251	26-4-84-1	721514175902702	Ceq Wong	chew1245	sick/ill	SICK	1847		dən	dən 
252	26-4-841-1	7215141486259197	Ceq Wong	chew1245	the fever	FEVER	1534		ndən	ndən 
253	26-4-842-1	7215141121755497	Ceq Wong	chew1245	the goitre/goiter	GOITER	1957		gok	gok 
254	26-4-843-1	7215141243255637	Ceq Wong	chew1245	the cold	COMMON COLD (DISEASE)	102		hawar	hawar 
255	26-4-85-1	7215141732392822	Ceq Wong	chew1245	the wound or sore	WOUND	1109		prus	prus 
256	26-4-852-1	7215141842695265	Ceq Wong	chew1245	the bruise	BRUISE	1148		lmũh	lmũh 
257	26-4-853-1	7215141352001730	Ceq Wong	chew1245	the swelling	SWELLING	1903		swah	swah 
258	26-4-856-1	7215141981026182	Ceq Wong	chew1245	the boil	BOIL (OF SKIN)	793		knɛ̃r	knɛ̃r 
259	26-4-858-1	7215141301098421	Ceq Wong	chew1245	the scar	SCAR	497		parut	parut 
260	26-4-858-2	7215141965891658	Ceq Wong	chew1245	the scar	SCAR	497		malɔ̃c	malɔ̃c 
261	26-4-86-1	7215141539789472	Ceq Wong	chew1245	to cure	CURE	499		blaʔ	blaʔ 
262	26-4-88-1	7215141212443037	Ceq Wong	chew1245	the medicine	MEDICINE	1372		ʔubat	ʔubat 
263	26-4-91-1	7215141627976507	Ceq Wong	chew1245	tired	TIRED	1757		jreh	jreh 
264	26-4-912-1	7215141573597636	Ceq Wong	chew1245	to rest	REST	168		rehat	rehat 
265	26-4-92-1	7215141454469428	Ceq Wong	chew1245	lazy	LAZY	1564		malas	malas 
266	26-4-92-2	7215141275150003	Ceq Wong	chew1245	lazy	LAZY	1564		kəʔɔy	kəʔɔy 
267	26-4-93-1	7215141368631062	Ceq Wong	chew1245	bald	BALD	1125		plhɔc	plhɔc 
268	26-4-95-1	7215141447973430	Ceq Wong	chew1245	deaf	DEAF	996		pkak	pkak 
269	26-4-96-1	7215141714460729	Ceq Wong	chew1245	mute	MUTE	1666		pnel	pnel 
270	26-4-97-1	721514197613106	Ceq Wong	chew1245	blind	BLIND	1653		butãʔ	butãʔ 
271	26-4-98-1	7215141845963440	Ceq Wong	chew1245	drunk	DRUNK	1463		bəl	bəl 
272	26-4-99-1	7215141781975058	Ceq Wong	chew1245	naked	NAKED	590		kit ŋɑ̃c	kit ŋɑ̃c 
273	26-5-11-1	7215141765419860	Ceq Wong	chew1245	to eat	EAT	1336		cəʔ	cəʔ 
274	26-5-121-1	7215141170854519	Ceq Wong	chew1245	cooked	COOKED	269		ncen	ncen 
275	26-5-122-1	7215141647308610	Ceq Wong	chew1245	raw	RAW	1959		gɔs	gɔs 
276	26-5-123-1	7215141539732508	Ceq Wong	chew1245	ripe	RIPE	178		sak	sak 
277	26-5-125-1	7215141117205360	Ceq Wong	chew1245	rotten	ROTTEN	1728		soʔ	soʔ 
278	26-5-13-1	7215141981013437	Ceq Wong	chew1245	to drink	DRINK	1401		ʔuh (2)	ʔuh (2) 
279	26-5-14-1	7215141573258131	Ceq Wong	chew1245	to be hungry	BE HUNGRY	1533		hŋkɔŋ	hŋkɔŋ 
280	26-5-15-1	7215141148202650	Ceq Wong	chew1245	to be thirsty	THIRSTY	847		gɑt	gɑt 
281	26-5-16-1	7215141684343889	Ceq Wong	chew1245	to suck	SUCK	1421		ɲɔ̃k	ɲɔ̃k 
282	26-5-18-1	7215141373143086	Ceq Wong	chew1245	to chew	CHEW	321		raɲ	raɲ 
283	26-5-181-1	721514142974918	Ceq Wong	chew1245	to swallow	SWALLOW	897		gɔt (2)	gɔt (2) 
284	26-5-19-1	7215141311154829	Ceq Wong	chew1245	to choke	CHOKE	129		gasak	gasak 
285	26-5-21-1	7215141134618287	Ceq Wong	chew1245	to cook	COOK (SOMETHING)	1100		pncen	pncen 
286	26-5-21-2	7215141967890402	Ceq Wong	chew1245	to cook	COOK (SOMETHING)	1100		kirə	kirə 
287	26-5-22-1	7215141768927084	Ceq Wong	chew1245	to boil	BOIL (OF LIQUID)	792		ʔək	ʔək 
288	26-5-22-2	7215141114946162	Ceq Wong	chew1245	to boil	BOIL (OF LIQUID)	792		sbus	sbus 
289	26-5-23-1	7215141232881810	Ceq Wong	chew1245	to roast or fry	ROAST OR FRY	2146		cwəs	cwəs 
290	26-5-23-2	7215141145411006	Ceq Wong	chew1245	to roast or fry	ROAST OR FRY	2146		paŋaŋ	paŋaŋ 
291	26-5-23-3	721514198068289	Ceq Wong	chew1245	to roast or fry	ROAST OR FRY	2146		cway	cway 
292	26-5-26-1	7215141781878563	Ceq Wong	chew1245	the pot	POT	1462		priyok	priyok 
293	26-5-27-1	721514184893246	Ceq Wong	chew1245	the kettle	KETTLE	854		kuniʔ	kuniʔ 
294	26-5-27-2	7215141574789980	Ceq Wong	chew1245	the kettle	KETTLE	854		crɛk	crɛk 
295	26-5-31-1	7215141222488608	Ceq Wong	chew1245	the dish	DISH	481		piŋan	piŋan 
296	26-5-32-1	7215141222488608	Ceq Wong	chew1245	the plate	PLATE	480		piŋan	piŋan 
297	26-5-33-1	7215141669107018	Ceq Wong	chew1245	the bowl	BOWL	1530		baŋkok	baŋkok 
298	26-5-34-1	7215141682295535	Ceq Wong	chew1245	the jug/pitcher	JUG	270		kuleh bəʔ	kuleh bəʔ 
299	26-5-35-1	7215141313517918	Ceq Wong	chew1245	the cup	CUP	476		kuleh	kuleh 
300	26-5-36-1	7215141222488608	Ceq Wong	chew1245	the saucer	SAUCER	271		piŋan	piŋan 
301	26-5-37-1	721514190852659	Ceq Wong	chew1245	the spoon	SPOON	1378		suduʔ	suduʔ 
302	26-5-39-1	721514190852659	Ceq Wong	chew1245	the fork	FORK	1302		suduʔ	suduʔ 
303	26-5-391-1	7215141657646174	Ceq Wong	chew1245	the tongs	TONGS	272		kntap	kntap 
304	26-5-46-1	7215141459298535	Ceq Wong	chew1245	to peel	PEEL	275		pok	pok 
305	26-5-47-1	7215141666522118	Ceq Wong	chew1245	to sieve or to strain	SIEVE	86		tapis	tapis 
306	26-5-48-1	7215141655395138	Ceq Wong	chew1245	to scrape	SCRAPE	1767		kɔs	kɔs 
307	26-5-49-1	7215141762343638	Ceq Wong	chew1245	to stir or to mix	MIX	2017		gudɛr	gudɛr 
308	26-5-51-1	7215141669747275	Ceq Wong	chew1245	the bread	BREAD	1368		roti	roti 
309	26-5-54-1	7215141877855655	Ceq Wong	chew1245	to knead	KNEAD	274		cpit	cpit 
310	26-5-55-1	7215141408786143	Ceq Wong	chew1245	the flour	FLOUR	1594		tpuŋ	tpuŋ 
311	26-5-56-1	7215141313686112	Ceq Wong	chew1245	to crush or to grind	GRIND	1033		piret	piret 
312	26-5-58-1	7215141679117103	Ceq Wong	chew1245	the mortar(1)	MORTAR CRUSHER	224		gul	gul 
313	26-5-59-1	81221652580947684	Ceq Wong	chew1245	the pestle	PESTLE	225		pniret	pniret 
314	26-5-61-1	7215141674646775	Ceq Wong	chew1245	the meat	MEAT	634		ʔɑy	ʔɑy 
315	26-5-66-1	7215141893769431	Ceq Wong	chew1245	the bean	BEAN	832		kacaŋ	kacaŋ 
316	26-5-71-1	7215141409276722	Ceq Wong	chew1245	the fruit	FRUIT	1507		ploʔ	ploʔ 
317	26-5-712-1	7215141633881155	Ceq Wong	chew1245	the bunch	BUNCH	1966		nɑ̃y siat	nɑ̃y siat 
318	26-5-79-1	7215141690799650	Ceq Wong	chew1245	the oil	OIL (ORGANIC SUBSTANCE)	1484		miɲɛ̃k	miɲɛ̃k 
319	26-5-791-1	721514146853561	Ceq Wong	chew1245	the grease or fat	FAT (ORGANIC SUBSTANCE)	323		ləʔos	ləʔos 
320	26-5-81-1	7215141849446947	Ceq Wong	chew1245	the salt	SALT	1274		garam	garam 
321	26-5-821-1	7215141888684047	Ceq Wong	chew1245	the chili pepper	CHILI PEPPER	919		pigoʔ	pigoʔ 
322	26-5-84-1	7215141761175939	Ceq Wong	chew1245	the honey	HONEY	942		cɑh	cɑh 
323	26-5-85-1	7215141464207186	Ceq Wong	chew1245	the sugar	SUGAR	862		gulə	gulə 
324	26-5-86-1	81291459461191679	Ceq Wong	chew1245	the milk	MILK	635		tɑm buʔ	tɑm buʔ 
325	26-5-86-2	81291555888773387	Ceq Wong	chew1245	the milk	MILK	635		susuʔ	susuʔ 
326	26-5-9-1	7215141963271947	Ceq Wong	chew1245	the drink	BEVERAGE	731		tɑm	tɑm 
327	26-5-97-1	7215141538394952	Ceq Wong	chew1245	the egg	EGG	744		ktuət	ktuət 
328	26-6-11-1	7215141144116513	Ceq Wong	chew1245	to put on	PUT ON	158		slɔk	slɔk 
329	26-6-12-1	7215141721515615	Ceq Wong	chew1245	the clothing or clothes	CLOTHES	1895		bajuʔ	bajuʔ 
330	26-6-21-1	7215141977282724	Ceq Wong	chew1245	the cloth	CLOTH	1616		kayen	kayen 
331	26-6-28-1	7215141944998688	Ceq Wong	chew1245	the fur	FUR	580		sɔk (1)	sɔk (1) 
332	26-6-33-1	7215141702876156	Ceq Wong	chew1245	to weave	WEAVE	133		teŋ	teŋ 
333	26-6-35-1	721514147900102	Ceq Wong	chew1245	to sew	SEW	1457		jayit	jayit 
334	26-6-36-1	88181324875844292	Ceq Wong	chew1245	the needle(1)	NEEDLE (FOR SEWING)	1382		jarom	jarom 
335	26-6-38-1	81221735546741077	Ceq Wong	chew1245	the thread	THREAD	1161		taliʔ mnãŋ	taliʔ mnãŋ 
336	26-6-39-1	721514158802803	Ceq Wong	chew1245	to dye	DYE	157		clup	clup 
337	26-7-37-1	7215141366877059	Ceq Wong	chew1245	the ladder	LADDER	1464		raŋkal	raŋkal 
