ID	Source_ID	Word_ID	Doculect	Glottocode	Concept	Concepticon_Gloss	Concepticon_ID	original_script	Value	Form
714	16-11-43-1	7311315454443596	Archi	arch1244	the money	MONEY	1559		arsi	arsi 
715	16-11-44-1	7311315809736010	Archi	arch1244	the coin	COIN	1867		aˤpaˤsi	aˤpaˤsi 
716	16-11-51-1	7311315890488379	Archi	arch1244	rich	RICH	712		ɬaˤmatːu	ɬaˤmatːu 
717	16-11-52-1	731131598577255	Archi	arch1244	poor	POOR	1674		misgin	misgin 
718	16-11-53-1	7311315826188731	Archi	arch1244	the beggar	BEGGAR	1934		oq’ertːu	oq’ertːu 
719	16-11-54-1	7311315148483051	Archi	arch1244	stingy	STINGY	1774		q’urumnu	q’urumnu 
720	16-11-61-1	7311315251105073	Archi	arch1244	to lend	LEND	582		qʼarzlis kɬos	qʼarzlis kɬos 
721	16-11-62-1	7311315750220420	Archi	arch1244	to borrow	BORROW	1823		qʼarzlis šːubuss	qʼarzlis šːubuss 
722	16-11-63-1	7311315918796563	Archi	arch1244	to owe	OWE	369		qʼarzlis kes	qʼarzlis kes 
723	16-11-64-1	7311315652797898	Archi	arch1244	the debt	DEBT	1914		χarž	χarž 
724	16-11-65-1	7311315548750657	Archi	arch1244	to pay	PAY	718		kɬos	kɬos 
725	16-11-69-1	7311315688533053	Archi	arch1244	the tax	TAX	873		nuluk	nuluk 
726	16-11-77-1	7311315988310690	Archi	arch1244	to hire	HIRE	856		sas	sas 
727	16-11-78-1	7311315321730492	Archi	arch1244	the wages	WAGES	1122		ħaq'	ħaq' 
728	16-11-79-1	7311315615637106	Archi	arch1244	to earn	EARN	733		arsi as	arsi as 
729	16-11-81-1	7311315596670528	Archi	arch1244	to buy	BUY	1869		šːubus (2)	šːubus (2) 
730	16-11-82-1	7311315624626983	Archi	arch1244	to sell	SELL	1571		okɬas	okɬas 
731	16-11-84-1	7311315265426805	Archi	arch1244	the merchant	MERCHANT	1082		tukanči	tukanči 
732	16-11-85-1	7311315417320372	Archi	arch1244	the market	MARKET	633		bazar	bazar 
733	16-11-86-1	73113152599513	Archi	arch1244	the shop/store	STORE	752		tukan	tukan 
734	16-11-87-1	7311315147284877	Archi	arch1244	the price	PRICE	657		qʼimat	qʼimat 
735	16-11-88-1	7311315540693578	Archi	arch1244	expensive	EXPENSIVE	1426		χːaratːut	χːaratːut 
736	16-11-89-1	7311315326456844	Archi	arch1244	cheap	CHEAP	1887		kɬʼarakdut	kɬʼarakdut 
737	16-11-91-1	7311315662805275	Archi	arch1244	to share	SHARE	884		q'ˤas	q'ˤas 
738	16-11-92-1	7311315473169357	Archi	arch1244	to weigh	WEIGH	1098		asmus	asmus 
739	16-12-01-1	7311315874927732	Archi	arch1244	after	AFTER	1685		χitːa	χitːa 
740	16-12-011-1	7311315373899778	Archi	arch1244	behind	BEHIND	1686		χir	χir 
741	16-12-02-1	7311315156438325	Archi	arch1244	beside	BESIDE	1816		ɬːʷak	ɬːʷak 
742	16-12-03-1	7311315263636553	Archi	arch1244	down	DOWN	1326		kɬʼarak	kɬʼarak 
743	16-12-04-1	7311315956123055	Archi	arch1244	before	BEFORE	1882		harak	harak 
744	16-12-041-1	7311315956123055	Archi	arch1244	in front of	IN FRONT OF	1883		harak	harak 
745	16-12-05-1	7311315736536852	Archi	arch1244	inside	INSIDE	1606		jak	jak 
746	16-12-06-1	7311315497471729	Archi	arch1244	outside	OUTSIDE	762		čelle	čelle 
747	16-12-07-1	7311315263636553	Archi	arch1244	under	BELOW OR UNDER	1485		kɬʼarak	kɬʼarak 
748	16-12-08-1	7311315665569087	Archi	arch1244	up	UP	1591		jatːik	jatːik 
749	16-12-11-1	7311315108755596	Archi	arch1244	the place	PLACE (POSITION)	723		biqʼʷ	biqʼʷ 
750	16-12-12-1	7311315883538550	Archi	arch1244	to put	PUT	998		eɬːas	eɬːas 
751	16-12-13-1	7311315944302415	Archi	arch1244	to sit	SIT	1416		qʼiˤjqis	qʼiˤjqis 
752	16-12-14-1	7311315353830519	Archi	arch1244	to lie down	LIE DOWN	215		aχas	aχas 
753	16-12-15-1	7311315750002713	Archi	arch1244	to stand	STAND	1442		ocis	ocis 
754	16-12-16-1	7311315388267748	Archi	arch1244	to remain	REMAIN	987		eχːas	eχːas 
755	16-12-17-1	7311315649274716	Archi	arch1244	the remains	REMAINS	838		eχːutːut	eχːutːut 
756	16-12-21-1	7311315266163207	Archi	arch1244	to gather	GATHER	7		gʷaqː'as	gʷaqː'as 
757	16-12-212-1	7311315650328348	Archi	arch1244	to pick up	PICK UP	371		jatːiχas	jatːiχas 
758	16-12-213-1	7311315801676276	Archi	arch1244	to pile up	PILE UP	1576		cʼunas	cʼunas 
759	16-12-22-1	7311315820021069	Archi	arch1244	to join	JOIN	1743		šoˤrtal as	šoˤrtal as 
760	16-12-23-1	7311315193128050	Archi	arch1244	to separate	SEPARATE	1359		k’olmas	k’olmas 
761	16-12-232-1	7311315662805275	Archi	arch1244	to divide	DIVIDE	1119		q'ˤas	q'ˤas 
762	16-12-24-1	7311315921679037	Archi	arch1244	to open	OPEN	1156		dabɬas	dabɬas 
763	16-12-25-1	7311315940153759	Archi	arch1244	to shut	SHUT	1046		dakɬʼas	dakɬʼas 
764	16-12-26-1	7311315726438450	Archi	arch1244	to cover	COVER	761		caqˤas	caqˤas 
765	16-12-27-1	7311315759531017	Archi	arch1244	to hide	HIDE (CONCEAL)	602		ačas	ačas 
766	16-12-31-1	7311315100772104	Archi	arch1244	high	HIGH	1265		beːχutːut	beːχutːut 
767	16-12-32-1	7311315175209791	Archi	arch1244	low	LOW	721		huːliši	huːliši 
768	16-12-33-1	7311315905086687	Archi	arch1244	the top	TOP	1753		muč	muč 
769	16-12-34-1	7311315834318033	Archi	arch1244	the bottom	BOTTOM	690		kʼan	kʼan 
770	16-12-35-1	7311315160689416	Archi	arch1244	the end(1)	END (OF SPACE)	742		k’an	k’an 
771	16-12-352-1	7311315884939750	Archi	arch1244	pointed	POINTED	372		bit:ut	bit:ut 
772	16-12-353-1	7311315425589514	Archi	arch1244	the edge	EDGE	863		sːob	sːob 
773	16-12-36-1	7311315861067896	Archi	arch1244	the side	SIDE	682		bakʷ	bakʷ 
774	16-12-37-1	7311315141175223	Archi	arch1244	the middle	MIDDLE	1093		iʁˤda	iʁˤda 
775	16-12-41-1	7311315174010308	Archi	arch1244	right(1)	RIGHT	1019		oˤržut	oˤržut 
776	16-12-42-1	7311315511587587	Archi	arch1244	left	LEFT	244		qˤokdut	qˤokdut 
777	16-12-43-1	7311315156438325	Archi	arch1244	near	NEAR	1942		ɬːʷak	ɬːʷak 
778	16-12-44-1	7311315456326547	Archi	arch1244	far	FAR	1406		aχši	aχši 
779	16-12-45-1	7311315725820427	Archi	arch1244	the east	EAST	1877		barq borkɬinnut raq	barq borkɬinnut raq 
780	16-12-46-1	7311315194148687	Archi	arch1244	the west	WEST	1817		barq barčʼurtːut raq	barq barčʼurtːut raq 
781	16-12-48-1	7311315941039165	Archi	arch1244	the south	SOUTH	1595		qʼilba	qʼilba 
782	16-12-53-1	7311315250858962	Archi	arch1244	to grow	GROW	479		χːas	χːas 
783	16-12-54-1	7311315473169357	Archi	arch1244	to measure	MEASURE	1506		asmus	asmus 
784	16-12-55-1	7311315345376083	Archi	arch1244	big	BIG	1202		doˤzut	doˤzut 
785	16-12-56-1	7311315808858120	Archi	arch1244	small	SMALL	1246		tʼitːut	tʼitːut 
786	16-12-57-1	7311315854063591	Archi	arch1244	long	LONG	1203		aqatːut	aqatːut 
787	16-12-58-1	7311315854063591	Archi	arch1244	tall	TALL	711		aqatːut	aqatːut 
788	16-12-59-1	731131578415386	Archi	arch1244	short	SHORT	1645		kuːt’atːut	kuːt’atːut 
789	16-12-61-1	7311315831923658	Archi	arch1244	wide	WIDE	1243		q’ʷatːut	q’ʷatːut 
790	16-12-62-1	7311315889225943	Archi	arch1244	narrow	NARROW	1267		q'ʷˤaq'ˤartːu	q'ʷˤaq'ˤartːu 
791	16-12-63-1	7311315236381179	Archi	arch1244	thick	THICK	1244		diˤčatːut	diˤčatːut 
792	16-12-65-1	7311315569614304	Archi	arch1244	thin	THIN (OF SHAPE OF OBJECT)	2249		k’alatːut	k’alatːut 
793	16-12-67-1	7311315717129433	Archi	arch1244	deep	DEEP	1593		jakdut	jakdut 
794	16-12-71-1	7311315505038672	Archi	arch1244	flat	FLAT	1633		q’at:ut	q’at:ut 
795	16-12-73-1	7311315800807161	Archi	arch1244	straight	STRAIGHT	1404		t’alatːut	t’alatːut 
796	16-12-74-1	7311315134875436	Archi	arch1244	crooked	CROOKED	297		kɬ'eɮdut	kɬ'eɮdut 
797	16-12-75-1	7311315766341655	Archi	arch1244	the hook	HOOK	1071		qarmaq	qarmaq 
798	16-12-76-1	7311315879857628	Archi	arch1244	the corner	CORNER	192		kʼor	kʼor 
799	16-12-77-1	7311315438973738	Archi	arch1244	the cross	CROSS	1367		qanč	qanč 
800	16-12-78-1	7311315859070712	Archi	arch1244	the square	SQUARE	850		tanχ	tanχ 
801	16-12-81-1	731131554965585	Archi	arch1244	round	ROUND	1395		gukːitːut	gukːitːut 
802	16-12-82-1	7311315661199117	Archi	arch1244	the circle	CIRCLE	1467		gidu	gidu 
803	16-12-83-1	7311315256129623	Archi	arch1244	the ball	BALL	1845		dump	dump 
804	16-12-84-1	7311315360772037	Archi	arch1244	the line	LINE	1048		raq	raq 
805	16-12-85-1	7311315168142807	Archi	arch1244	the hole	HOLE	1667		kɬan	kɬan 
806	16-12-92-1	73113159456323	Archi	arch1244	similar	SIMILAR	1558		ɬːʷaːnatːut	ɬːʷaːnatːut 
807	16-12-93-1	7311315724499277	Archi	arch1244	to change	CHANGE	1264		χːˤoro as	χːˤoro as 
808	16-13-1	731131515622674	Archi	arch1244	zero	ZERO	1294		nol	nol 
809	16-13-01-1	7311315553520367	Archi	arch1244	one	ONE	1493		os	os 
810	16-13-02-1	7311315840720024	Archi	arch1244	two	TWO	1498		q'ʷˤe	q'ʷˤe 
811	16-13-03-1	7311315499499326	Archi	arch1244	three	THREE	492		ɬeb	ɬeb 
812	16-13-04-1	7311315215788047	Archi	arch1244	four	FOUR	1500		ebqʼ	ebqʼ 
813	16-13-05-1	7311315134362412	Archi	arch1244	five	FIVE	493		ɬːo	ɬːo 
814	16-13-06-1	7311315307983264	Archi	arch1244	six	SIX	1703		diɬ	diɬ 
815	16-13-07-1	7311315611812996	Archi	arch1244	seven	SEVEN	1704		wikɬ	wikɬ 
816	16-13-08-1	7311315157212542	Archi	arch1244	eight	EIGHT	1705		mekɬe (2)	mekɬe (2) 
817	16-13-09-1	7311315439004389	Archi	arch1244	nine	NINE	1483		učʼ	učʼ 
818	16-13-1-1	7311315812768019	Archi	arch1244	ten	TEN	1515		wicʼ	wicʼ 
819	16-13-101-1	7311315894400563	Archi	arch1244	eleven	ELEVEN	1706		mocʼorsa	mocʼorsa 
820	16-13-102-1	7311315696584583	Archi	arch1244	twelve	TWELVE	1707		moc’or q’ʷˤe	moc’or q’ʷˤe 
821	16-13-103-1	7311315517409753	Archi	arch1244	fifteen	FIFTEEN	1709		mocʼor ɬːo	mocʼor ɬːo 
822	16-13-104-1	7311315725825754	Archi	arch1244	twenty	TWENTY	1710		q’a	q’a 
823	16-13-105-1	7311315764019158	Archi	arch1244	a hundred	HUNDRED	1634		baˤš	baˤš 
824	16-13-106-1	7311315485038510	Archi	arch1244	a thousand	THOUSAND	1843		izarit’u	izarit’u 
825	16-13-107-1	7311315376566204	Archi	arch1244	to count	COUNT	1420		q'ˤummus	q'ˤummus 
826	16-13-14-1	7311315173424840	Archi	arch1244	all	ALL	98		marči	marči 
827	16-13-15-1	7311315166135792	Archi	arch1244	many	MANY	1198		labχanši	labχanši 
828	16-13-17-1	731131576611524	Archi	arch1244	few	FEW	1242		t’inna	t’inna 
829	16-13-18-1	731131576835385	Archi	arch1244	enough	ENOUGH	1881		aχˤ	aχˤ 
830	16-13-181-1	7311315880119839	Archi	arch1244	some	SOME	1241		šumehannut	šumehannut 
831	16-13-19-1	7311315911270299	Archi	arch1244	the crowd	CROWD	2023		labχankul	labχankul 
832	16-13-21-1	7311315127062521	Archi	arch1244	full	FULL	1429		aːcʼutːut	aːcʼutːut 
833	16-13-22-1	7311315647871366	Archi	arch1244	empty	EMPTY	1624		aːč'at'utːut	aːč'at'utːut 
834	16-13-23-1	7311315807440863	Archi	arch1244	the part	PART	779		but’i	but’i 
835	16-13-24-1	7311315329217336	Archi	arch1244	the half	HALF	816		jarχullut	jarχullut 
836	16-13-33-1	7311315553520367	Archi	arch1244	only	ONLY	1580		os	os 
837	16-13-34-1	7311315946409716	Archi	arch1244	first	FIRST	728		k'anarakdut	k'anarakdut 
838	16-13-35-1	7311315176706267	Archi	arch1244	last	LAST (FINAL)	1529		k’anχirdut	k’anχirdut 
839	16-13-36-1	7311315386404891	Archi	arch1244	second	SECOND	1384		q'ʷˤebosdu	q'ʷˤebosdu 
840	16-13-37-1	7311315341316854	Archi	arch1244	the pair	PAIR	1888		čut	čut 
841	16-13-38-1	7311315528347935	Archi	arch1244	twice/two times	TWICE	1546		q'ʷˤijla	q'ʷˤijla 
842	16-13-42-1	7311315431986330	Archi	arch1244	third	THIRD	1859		ɬebosdu	ɬebosdu 
843	16-13-44-1	7311315455894222	Archi	arch1244	three times	THREE TIMES	417		ɬebila	ɬebila 
844	16-14-11-1	7311315956411093	Archi	arch1244	the time	TIME	892		zaman	zaman 
845	16-14-12-1	7311315582460611	Archi	arch1244	the age	AGE	1789		bolo ħumillit	bolo ħumillit 
846	16-14-13-1	7311315936769594	Archi	arch1244	new	NEW	1231		macʼatːut	macʼatːut 
847	16-14-14-1	7311315871774470	Archi	arch1244	young	YOUNG	1207		žihillu	žihillu 
848	16-14-15-1	7311315284699783	Archi	arch1244	old	OLD	1229		χalatːu	χalatːu 
849	16-14-16-1	7311315407373830	Archi	arch1244	early	EARLY	672		ditːaw	ditːaw 
850	16-14-17-1	7311315630322510	Archi	arch1244	late	LATE	477		ɬːe	ɬːe 
851	16-14-18-1	7311315724916881	Archi	arch1244	now	NOW	1376		hinc	hinc 
852	16-14-19-1	7311315686216817	Archi	arch1244	immediately	IMMEDIATELY	1963		minut ačutʼaw	minut ačutʼaw 
853	16-14-21-1	7311315951302754	Archi	arch1244	fast	FAST	1631		χabkul	χabkul 
854	16-14-22-1	7311315814359674	Archi	arch1244	slow	SLOW	701		oːk'ur	oːk'ur 
855	16-14-23-1	7311315990814452	Archi	arch1244	to hurry	HURRY	754		χabkulas	χabkulas 
856	16-14-24-1	7311315346801357	Archi	arch1244	to be late	BE LATE	425		ɬːeši akɬis	ɬːeši akɬis 
857	16-14-25-1	7311315775978454	Archi	arch1244	to begin	BEGIN	1806		bijeɬːas	bijeɬːas 
858	16-14-252-1	731131586891199	Archi	arch1244	to last	LAST (ENDURE)	1186		laːχa kes	laːχa kes 
859	16-14-26-1	7311315301539936	Archi	arch1244	the end(2)	END (OF TIME)	743		laq’ukumul	laq’ukumul 
860	16-14-27-1	7311315834585023	Archi	arch1244	to finish	FINISH	1766		laq’ʷas	laq’ʷas 
861	16-14-28-1	7311315750002713	Archi	arch1244	to cease	CEASE	1928		ocis	ocis 
862	16-14-29-1	7311315575714219	Archi	arch1244	ready	READY	790		ħadurtːu	ħadurtːu 
