ID	Source_ID	Word_ID	Doculect	Glottocode	Concept	Concepticon_Gloss	Concepticon_ID	original_script	Value	Form
1293	14-21-23-1	74261616727616377	Kildin Saami	kild1236	the witness	WITNESS	1144	све̄тел	sviet’el	sviet’el 
1294	14-21-24-1	7426161685660462	Kildin Saami	kild1236	to swear	SWEAR	1939	sа̄ррнэ иммель-са̄нӭгуэйм	sārrne imm’el’-sān’eguejm	sārrne imm’el’-sān’eguejm 
1295	14-21-25-1	74261616701809718	Kildin Saami	kild1236	the oath	OATH	1712	иммель-са̄ннҍ	imm’el’-sānn’	imm’el’-sānn’ 
1296	14-21-31-1	74261616612806957	Kildin Saami	kild1236	to accuse	ACCUSE	1814	ве̄рхэ	vierxe	vierxe 
1297	14-21-33-1	87152140192541372	Kildin Saami	kild1236	to convict	CONVICT	983	пӯҋҋте	pūjjhte	pūjjhte 
1298	14-21-35-1	74261616416738642	Kildin Saami	kild1236	guilty	GUILTY	1682	ве̄ррь	vierr’	vierr’ 
1299	14-21-36-1	7426161615767475	Kildin Saami	kild1236	innocent	INNOCENT	90	ве̄рьха	vier’xa	vier’xa 
1300	14-21-37-1	74261616775744627	Kildin Saami	kild1236	the penalty or punishment	PUNISHMENT	390	ре̄ӈӈкмушш	rieŋŋkmušš	rieŋŋkmušš 
1301	14-21-38-1	74261616284894153	Kildin Saami	kild1236	the fine	FINE (PENALTY)	218	ма̄ккьсэмвудт	mākk’semvudt	mākk’semvudt 
1302	14-21-39-1	74261616506692885	Kildin Saami	kild1236	the prison	PRISON	1281	туррьм	turr’m	turr’m 
1303	14-21-42-1	74261616293466040	Kildin Saami	kild1236	the murder	MURDER	845	коаннҍтэ	koann’te	koann’te 
1304	14-21-44-1	8715214020342981	Kildin Saami	kild1236	the rape	RAPE	953	ва̄лльтэ вӣгэнҍ	vāll’te vīgen’	vāll’te vīgen’ 
1305	14-21-46-1	7426161674767847	Kildin Saami	kild1236	the arson	ARSON	1889	пуэлльтэ	puеll’tе	puеll’tе 
1306	14-21-47-1	74261616208715524	Kildin Saami	kild1236	the perjury	PERJURY	1792	ке̄лсэллэмушш	kielsellemušš	kielsellemušš 
1307	14-21-51-1	7426161627423977	Kildin Saami	kild1236	to steal	STEAL	713	суэлнэ	suelne	suelne 
1308	14-21-52-1	74261616884116068	Kildin Saami	kild1236	the thief	THIEF	1160	сӯлл	sūll	sūll 
1309	14-22-11-1	74261616940829743	Kildin Saami	kild1236	the religion	RELIGION	661	религия	r’elígija	r’elígija 
1310	14-22-12-1	74261616718559307	Kildin Saami	kild1236	the god	DEITY	3231	иммель	imm’el’	imm’el’ 
