Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
a clăti(na)	<???>	a clăti(na)	Romanian	1	U+0061 U+0020 U+0063 U+006c U+0103 U+0074 U+0069 U+0028 U+006e U+0061 U+0029
uşor (1)	<???>	uşor (1)	Romanian	1	U+0075 U+015f U+006f U+0072 U+0020 U+0028 U+0031 U+0029
panatalon(i)	<???>	panatalon(i)	Romanian	1	U+0070 U+0061 U+006e U+0061 U+0074 U+0061 U+006c U+006f U+006e U+0028 U+0069 U+0029
a (se) pişa	<???>	a (se) pişa	Romanian	1	U+0061 U+0020 U+0028 U+0073 U+0065 U+0029 U+0020 U+0070 U+0069 U+015f U+0061
a (în)drăzni	<???>	a (în)drăzni	Romanian	1	U+0061 U+0020 U+0028 U+00ee U+006e U+0029 U+0064 U+0072 U+0103 U+007a U+006e U+0069
pod(ea)	<???>	pod(ea)	Romanian	1	U+0070 U+006f U+0064 U+0028 U+0065 U+0061 U+0029
a (îm)pături	<???>	a (îm)pături	Romanian	1	U+0061 U+0020 U+0028 U+00ee U+006d U+0029 U+0070 U+0103 U+0074 U+0075 U+0072 U+0069
(stră)lucit(or)	<???>	(stră)lucit(or)	Romanian	1	U+0028 U+0073 U+0074 U+0072 U+0103 U+0029 U+006c U+0075 U+0063 U+0069 U+0074 U+0028 U+006f U+0072 U+0029
^o$	o	o	Romanian	1	U+005e U+006f U+0024
cc	cc	occident	Romanian	1	U+0063 U+0063
x$	x	pix	Romanian	1	U+0078 U+0024
a (d)oborî	<???>	a (d)oborî	Romanian	1	U+0061 U+0020 U+0028 U+0064 U+0029 U+006f U+0062 U+006f U+0072 U+00ee
a (s)cufunda	<???>	a (s)cufunda	Romanian	1	U+0061 U+0020 U+0028 U+0073 U+0029 U+0063 U+0075 U+0066 U+0075 U+006e U+0064 U+0061
ax(ă)	<???>	ax(ă)	Romanian	1	U+0061 U+0078 U+0028 U+0103 U+0029
smochin(ă)	<???>	smochin(ă)	Romanian	1	U+0073 U+006d U+006f U+0063 U+0068 U+0069 U+006e U+0028 U+0103 U+0029
a (stră/îm)punge	<???>	a (stră/îm)punge	Romanian	1	U+0061 U+0020 U+0028 U+0073 U+0074 U+0072 U+0103 U+002f U+00ee U+006d U+0029 U+0070 U+0075 U+006e U+0067 U+0065
sobă (1)	<???>	sobă (1)	Romanian	1	U+0073 U+006f U+0062 U+0103 U+0020 U+0028 U+0031 U+0029
ls$	ls	fals	Romanian	1	U+006c U+0073 U+0024
război (de ţesut)	<???>	război (de ţesut)	Romanian	1	U+0072 U+0103 U+007a U+0062 U+006f U+0069 U+0020 U+0028 U+0064 U+0065 U+0020 U+0163 U+0065 U+0073 U+0075 U+0074 U+0029
mare (1)	<???>	mare (1)	Romanian	1	U+006d U+0061 U+0072 U+0065 U+0020 U+0028 U+0031 U+0029
a (îm)brânci	<???>	a (îm)brânci	Romanian	1	U+0061 U+0020 U+0028 U+00ee U+006d U+0029 U+0062 U+0072 U+00e2 U+006e U+0063 U+0069
a (în)junghia	<???>	a (în)junghia	Romanian	1	U+0061 U+0020 U+0028 U+00ee U+006e U+0029 U+006a U+0075 U+006e U+0067 U+0068 U+0069 U+0061
a bort(el)i	<???>	a bort(el)i	Romanian	1	U+0061 U+0020 U+0062 U+006f U+0072 U+0074 U+0028 U+0065 U+006c U+0029 U+0069
a (se) căsători	<???>	a (se) căsători	Romanian	1	U+0061 U+0020 U+0028 U+0073 U+0065 U+0029 U+0020 U+0063 U+0103 U+0073 U+0103 U+0074 U+006f U+0072 U+0069
coamă (acoperişului)	<???>	coamă (acoperişului)	Romanian	1	U+0063 U+006f U+0061 U+006d U+0103 U+0020 U+0028 U+0061 U+0063 U+006f U+0070 U+0065 U+0072 U+0069 U+015f U+0075 U+006c U+0075 U+0069 U+0029
vară (2)	<???>	vară (2)	Romanian	1	U+0076 U+0061 U+0072 U+0103 U+0020 U+0028 U+0032 U+0029
