Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
lh$	l̥	tofwulh, lhelh	Wichí	28	U+006c U+0068 U+0024
th	tʰ	towithuk, yihethu	Wichí	26	U+0074 U+0068
p$	p	lhip, hep	Wichí	24	U+0070 U+0024
ph	pʰ	yihukpho, ikpho	Wichí	18	U+0070 U+0068
m$	m	lham, nekchom	Wichí	18	U+006d U+0024
l$	l	fwiyhul, ilofwel	Wichí	17	U+006c U+0024
^ts	ts	ts’iwase, tsalanacha	Wichí	16	U+005e U+0074 U+0073
kw$	kʷ	niyokw, laka’tekw	Wichí	15	U+006b U+0077 U+0024
wh	w̥	lawhoy, tawhayey	Wichí	13	U+0077 U+0068
tsh	tsʰ	lhetsha, w’atshan	Wichí	12	U+0074 U+0073 U+0068
^e	e	ehote, enfwelmela	Wichí	12	U+005e U+0065
fw$	fʷ	tofwefw, itoj toj wefw	Wichí	12	U+0066 U+0077 U+0024
jh	xʰ	takhajhay, alitsajhu	Wichí	12	U+006a U+0068
r	r	puerto, ora	Wichí	9	U+0072
kh	kʰ	takhajhay, lhetekhi	Wichí	9	U+006b U+0068
^o	o	onholotaj, ora	Wichí	8	U+005e U+006f
ms	m s	isamsama, iwutamsecha	Wichí	8	U+006d U+0073
tt	t t	tottelhu, tottelhu t’oj	Wichí	8	U+0074 U+0074
sh	s h	tishelis, tofweshi	Wichí	6	U+0073 U+0068
d	d	kanu indisiun, senda	Wichí	6	U+0064
^tsh	tsʰ	tshowet p’itsek, tshowet t’atey	Wichí	5	U+005e U+0074 U+0073 U+0068
mh	m̥	hatachemhinlo’, simhat	Wichí	5	U+006d U+0068
^pw	pʷ	pwewulu, pwentu	Wichí	4	U+005e U+0070 U+0077
hw	hʷ	tolhahwu, ahwula	Wichí	4	U+0068 U+0077
^u	u	uspital, uwa	Wichí	4	U+005e U+0075
tw’	t wˀ	inotw’et, totw’ayhat	Wichí	4	U+0074 U+0077
jw	xʷ	tolhatajw’et, tochefwenyajw’et	Wichí	3	U+006a U+0077
’’	<?>	toch’’ayaj, maych’’i	Wichí	3	U+2019 U+2019
’w	ˀw 	n’w’et lhele, e’wuye	Wichí	3	U+2019 U+0077
lhh	l̥ h	imolhhen, toyalhhis	Wichí	2	U+006c U+0068 U+0068
ns	n s	kinsi, onsi	Wichí	2	U+006e U+0073
lhlh	l̥ + l̥	totkolhlhile, ifwelhlhi	Wichí	2	U+006c U+0068 U+006c U+0068
kwh	kʷ + h	tokwhi, y’amekwhi	Wichí	2	U+006b U+0077 U+0068
c	c	aceituna, bronce	Wichí	2	U+0063
sw’	s + wˀ	alusw’et, tokosw’et	Wichí	2	U+0073 U+0077
g	g	amigo	Wichí	1	U+0067
^d	d	diario	Wichí	1	U+005e U+0064
mwh	m w̥	yomwhoye	Wichí	1	U+006d U+0077 U+0068
^th	tʰ	thalokw	Wichí	1	U+005e U+0074 U+0068
^jw	xʷ	jwes	Wichí	1	U+005e U+006a U+0077
fwh	fʷ h	tofwefwhi	Wichí	1	U+0066 U+0077 U+0068
’s	ʔ	toch’ute’san	Wichí	1	U+2019 U+0073
^’	ʔ	’utle	Wichí	1	U+005e U+2019
^b	b	bronce	Wichí	1	U+005e U+0062
b	b	tribunales	Wichí	1	U+0062
rr	r r	herrero	Wichí	1	U+0072 U+0072
’h	ʔ h	e’hotehlak	Wichí	1	U+2019 U+0068
lw	l w	selwesa	Wichí	1	U+006c U+0077
^nw	nʷ	nwewe	Wichí	1	U+005e U+006e U+0077
pw	pʷ	tach’upway	Wichí	1	U+0070 U+0077
^kw	kʷ	kwatlu	Wichí	1	U+005e U+006b U+0077
kk	k k	totsekkawu	Wichí	1	U+006b U+006b
